readname	contig	position	leader_start	adapter_start	polya_start	transcript_start	read_rate	polya_length	qc_tag
894dffd4-b7d5-46c6-835b-aeb0d3129408	SPAC23A1.10	706	2.0	3.0	11160.0	11753.0	130.96	20.74	ADAPTER
5e97cf5f-e770-4931-82b4-4821997c2b5b	SPAC23A1.10	69	2.0	4268.0	8618.0	8953.0	136.91	10.18	SUFFCLIP
fa91a745-d65b-4f5f-bd34-d0851b1c56f3	SPAC4H3.10c	484	2.0	3.0	6284.0	6752.0	120.48	13.68	SUFFCLIP
2eec0b1a-a0a8-463b-a04b-249a061262e0	SPAC513.01c	2017	2.0	3.0	6336.0	7363.0	130.96	39.61	SUFFCLIP
50dd35e3-0d19-4c7a-91ae-f22770d0cab6	SPAC31G5.05c	113	2.0	3.0	16669.0	17429.0	111.56	23.11	ADAPTER
47f9d320-a4c1-4c78-837d-ac08c7c0e4b9	SPBC14F5.04c	605	2.0	3.0	6566.0	7984.0	125.50	54.04	SUFFCLIP
fa8d8e2d-0bec-489d-b97f-a6ac1ade4218	SPAC23A1.10	66	2.0	3.0	7043.0	8120.0	115.85	36.38	SUFFCLIP
aaa9a7df-2ccf-4600-b7db-d4380b4d6225	SPBC1709.05	1115	2.0	3.0	4951.0	6361.0	125.50	53.71	SUFFCLIP
c30aa3a0-03a5-439c-876a-3e651abfc5a3	SPBC14F5.04c	605	2.0	3.0	5116.0	6589.0	125.50	56.33	SUFFCLIP
64441d96-a1a1-42f9-b734-7488aeed8905	SPBC1815.01	186	2.0	63.0	210.0	269.0	100.40	0.00	NOREGION
9661e776-07c1-4034-a011-faaf1f0cce7e	SPBC14F5.04c	712	2.0	3.0	7234.0	7812.0	130.96	20.09	ADAPTER
f397f231-787c-4eeb-9d61-524a2a903c1f	SPBC14F5.04c	712	2.0	3.0	4157.0	4604.0	130.96	14.39	SUFFCLIP
644cce73-7700-46dc-ae3b-99be613fb41b	SPBC1815.01	111	116.0	593.0	4981.0	6377.0	125.50	53.12	SUFFCLIP
6c0aa00f-333b-45b9-a0bc-ebf3097151b6	SPBC14F5.04c	645	2.0	3.0	5352.0	6089.0	115.85	23.31	SUFFCLIP
6ae6ebe9-1ef7-41b7-9316-305f96a600c1	SPBC1815.01	112	2.0	3.0	6404.0	7123.0	107.57	20.64	SUFFCLIP
63486e32-e242-4909-b761-c43dc157c015	SPBC29A3.04	68	3.0	4.0	5104.0	6038.0	125.50	33.87	PASS
0eb1705a-c6b4-4311-ae92-85baf90e9643	SPBC14F5.04c	605	2.0	3.0	5546.0	6025.0	125.50	14.92	SUFFCLIP
3fb38e4c-19a0-4589-8990-2ee0b13837ff	SPBC1815.01	109	2.0	3.0	8600.0	9278.0	120.48	22.08	ADAPTER
bc869679-007e-41ac-be73-aec2a8944317	SPBC14F5.04c	605	2.0	3.0	4645.0	5843.0	120.48	42.88	SUFFCLIP
c4d4e539-5274-470c-90d9-ef06331b2fbe	SPBC14F5.04c	605	529.0	886.0	7899.0	8506.0	107.57	16.64	SUFFCLIP
6e317bfa-02da-4042-8279-89bf890d084a	SPBC18H10.12c	989	2.0	3.0	16478.0	17202.0	130.96	26.43	ADAPTER
edd4716c-e64b-4d6b-87f0-5817bbbe8d9c	SPBC32F12.11	118	2.0	3.0	4867.0	6343.0	107.57	47.68	SUFFCLIP
f8f0f627-49c3-4619-9c7d-90f5bacf20af	SPBC1815.01	109	2.0	3.0	5878.0	6662.0	111.56	24.00	SUFFCLIP
4a1516b4-d7e1-4afe-8aed-83f8b463858c	SPBC32F12.11	118	2.0	3.0	7907.0	8670.0	125.50	26.75	ADAPTER
40367a46-f88d-4b75-bb6a-2447dcee3856	SPBC32F12.11	483	2.0	3.0	5846.0	6405.0	130.96	19.26	SUFFCLIP
7648c4ff-4c98-40f8-b240-dae67abfd56d	SPBC29A10.08	0	447.0	1446.0	8653.0	9847.0	111.56	39.19	PASS
54ef037c-7e77-469c-863d-313e6cefdd09	SPCC1183.08c	146	2.0	3.0	4266.0	4581.0	115.85	7.08	SUFFCLIP
898d70bf-d2e6-4126-8358-597f9ba61712	SPBC32F12.11	123	3.0	4.0	11493.0	12119.0	130.96	22.17	ADAPTER
307c322a-b63d-47fb-8767-3083b03f48c4	SPBC32F12.11	118	2.0	3.0	6685.0	7165.0	115.85	13.42	SUFFCLIP
7b1e238e-2bc3-402d-8f58-9593558e0adf	SPBC32F12.11	118	2.0	3.0	6742.0	7272.0	125.50	17.04	SUFFCLIP
12b0a4fa-e366-4fb2-8a29-b12b181d90e3	SPCC1259.01c	161	2.0	3.0	6590.0	7236.0	115.85	19.81	PASS
63097136-3f71-4b63-92db-86551bbacfa1	SPCC16C4.13c	52	2.0	3.0	17140.0	18045.0	97.16	24.16	ADAPTER
5b4ba42e-cbc0-49fc-a51e-dcee655eb36e	SPCC1450.04	370	2.0	3.0	7371.0	8338.0	136.91	38.91	ADAPTER
9559dc56-e258-491d-87f7-8c86ae083e45	SPBC32F12.11	124	2.0	3.0	5018.0	5659.0	130.96	22.83	SUFFCLIP
5d91251b-6a54-47c6-aba3-8399b404cfd3	SPCC1183.08c	170	2.0	3.0	9249.0	10684.0	125.50	54.75	ADAPTER
15e000f4-7c4d-49c2-b373-87692eaf1a10	SPBC32F12.11	544	2.0	3.0	4781.0	5775.0	130.96	38.17	PASS
487f5c54-f0ab-4126-95b2-8bf0d4507050	SPCC1183.08c	146	2.0	3.0	3079.0	3762.0	125.50	23.42	SUFFCLIP
9ecf3a30-4a90-4d2b-8b6d-e6274c0d619e	SPBP8B7.03c	214	2.0	3.0	5807.0	8040.0	125.50	88.00	SUFFCLIP
bd46cfde-5254-4ba3-afe3-8a8b85d9ae4a	SPBC354.12	805	12.0	13.0	15928.0	16779.0	115.85	27.69	ADAPTER
b1978581-5eb5-4d7e-8a27-80414398986d	SPRRNA.49	1013	2.0	3.0	6163.0	6351.0	100.40	1.23	NOREGION
9925b0a0-d6c3-4626-8556-62345491451a	SPBC660.16	1674	2.0	3.0	6587.0	6965.0	125.50	10.71	SUFFCLIP
fd8ccec8-5e9f-4982-afad-7baf9718d3c2	SPAC23A1.10	68	2.0	3.0	7117.0	7346.0	136.91	5.36	ADAPTER
a8552b51-b3fe-493e-89a7-9cf39cdb3ec6	SPAC2C4.16c	378	2.0	3.0	2817.0	3137.0	125.50	8.29	PASS
adb0ca91-c307-4337-babe-28387025dc9a	SPAC26F1.06	4	2.0	3.0	7849.0	10952.0	115.85	114.31	ADAPTER
5495c6cf-5f58-4642-ad7f-44f1fd6fcc96	SPAC1071.07c	110	2.0	3.0	4110.0	4546.0	125.50	13.12	PASS
86c3baa3-cce4-46dd-bf85-d9485a5bedbb	SPAC23A1.10	89	2.0	3.0	707.0	897.0	143.43	4.00	NOREGION
e5c85e23-3cd6-47cb-a573-8eec2e038eee	SPAC1071.10c	1950	2.0	3.0	4177.0	5396.0	136.91	50.36	SUFFCLIP
1b6711cd-4b10-4b6e-8f86-ce861e67d35d	SPAC18G6.14c	185	2.0	3.0	2078.0	2243.0	120.48	1.56	NOREGION
761e6f60-06c3-4448-be66-25994daf194a	SPAC23A1.10	59	2.0	3.0	3658.0	5144.0	107.57	48.04	SUFFCLIP
1e0894e2-dda1-48fd-b474-47db4aaccacf	SPAC4H3.10c	184	8.0	9.0	8508.0	8968.0	111.56	12.00	ADAPTER
8d903a5d-c584-43ba-a334-97e322f43a35	SPAC3H1.07	79	2.0	3.0	6143.0	7197.0	115.85	35.50	PASS
a40e3560-40bd-4fac-82c4-b9fd2def9515	SPAC23A1.10	576	3.0	4.0	7185.0	8351.0	107.57	36.61	SUFFCLIP
5315efe3-21f5-44bf-b279-10c66c3cbe92	SPAC29B12.04	904	2.0	19.0	5753.0	6594.0	120.48	28.60	PASS
b24dd9ff-f467-4388-b4ba-3ad57de570c2	SPAC328.10c	482	123.0	214.0	5303.0	6735.0	125.50	54.62	SUFFCLIP
f02a20b8-3314-416b-aea4-ad35ce3d6ba9	SPAC24C9.06c	2585	2.0	3.0	7746.0	8552.0	136.91	31.59	ADAPTER
1284df51-5183-4a10-b78d-49667bce2887	SPAC1F7.13c	140	2.0	3.0	5321.0	6947.0	130.96	65.65	SUFFCLIP
44d4c727-d3b4-42ad-afb8-9bed6ae7b7c9	SPAC328.10c	547	2.0	3.0	3785.0	5465.0	115.85	59.58	PASS
d8c86289-f897-4da3-94fa-064c927542dc	SPAC23A1.10	59	2.0	3.0	8657.0	9369.0	100.40	18.70	SUFFCLIP
423c94c9-8db0-47c5-b8b0-0b1e82eb409f	SPAC23A1.10	59	2.0	8.0	5142.0	6839.0	120.48	62.84	SUFFCLIP
3e5f04a2-a432-4ff2-b03b-4f50e56b37f4	SPAC23A1.10	68	2.0	3.0	8827.0	9864.0	111.56	33.37	ADAPTER
59862177-9ad0-4750-bc1a-e49620db3564	SPAC328.10c	482	2.0	3.0	6840.0	7221.0	130.96	11.52	PASS
9b03b020-afc4-44b5-8a4c-af32387185c1	SPAC4H3.10c	250	2.0	3.0	7448.0	7794.0	130.96	10.00	ADAPTER
56b92821-bdaa-4f2a-918e-70cf28b35a08	SPAC6G10.11c	60	2.0	3.0	5036.0	7857.0	120.48	107.80	SUFFCLIP
b206a72f-57e4-4371-9dc9-0753e49a7c34	SPBC11C11.07	358	2.0	3.0	5311.0	6416.0	120.48	39.16	PASS
306e70c1-6902-4712-adf6-84b12ebab308	SPAC513.01c	1353	2.0	3.0	6090.0	7172.0	130.96	42.00	SUFFCLIP
2d667e26-79ab-4119-809d-5f2e01d664bf	SPAC513.01c	2028	2.0	3.0	6584.0	6894.0	130.96	8.43	SUFFCLIP
62483da4-0cac-44eb-8713-8e11ed725add	SPAC926.04c	512	2.0	3.0	5181.0	5706.0	111.56	14.41	SUFFCLIP
44a5c2f4-b6be-49f7-82c6-f58deec933f9	SPAC926.04c	563	2.0	3.0	8730.0	9050.0	115.85	7.27	ADAPTER
73f61cc4-85c6-4e97-9e40-3f4d6d55b4da	SPBC14F5.04c	605	2.0	3.0	4534.0	5670.0	136.91	46.59	SUFFCLIP
fa1fc252-6992-4f1e-a1c5-4ad91da2c557	SPBC14F5.04c	605	2.0	3.0	11356.0	12357.0	120.48	35.00	ADAPTER
97e95e8e-8ce4-4ed8-8139-224c2ee63feb	SPBC14F5.04c	605	2.0	3.0	8558.0	8998.0	115.85	11.88	ADAPTER
5e8cb183-b7c0-4874-b4ef-7d9f3f6bb7c5	SPAC926.04c	311	2.0	3.0	6069.0	7194.0	120.48	39.96	SUFFCLIP
f44bb6d8-87cc-451d-929e-e0bb2e14d867	SPAC513.01c	108	2.0	3.0	7057.0	7473.0	130.96	13.04	ADAPTER
c09a929b-3465-4888-b9db-33d35d7fe2d1	SPBC14F5.04c	605	2.0	3.0	6928.0	7641.0	115.85	22.38	SUFFCLIP
2841169c-c8c1-4789-a148-744e3d5bda7f	SPBC16C6.07c	668	2.0	3.0	4084.0	5440.0	136.91	56.59	SUFFCLIP
85286c7a-9b78-479f-8669-4cf2f3fe05b9	SPBC14F5.04c	634	2.0	3.0	5804.0	6664.0	120.48	29.36	SUFFCLIP
e785e9db-fd0a-4b61-9845-9b89abce6699	SPBC14F5.04c	605	2.0	3.0	5609.0	6969.0	120.48	49.36	SUFFCLIP
4aa28cc0-99bc-4b6a-aca4-9bc1a9635e8c	SPBC14F5.04c	605	219.0	477.0	9475.0	11636.0	130.96	88.91	ADAPTER
f2096670-5aca-4b5b-8b3c-fed4531b0a21	SPBC14F5.04c	712	2.0	3.0	6053.0	6912.0	125.50	30.75	SUFFCLIP
b1f532de-aa7f-48a6-bea4-8bf4c3fbd4ab	SPBC14F5.04c	619	3.0	4.0	5884.0	6850.0	115.85	32.12	SUFFCLIP
5c030355-1e9d-4903-affd-dff3c6c8ab8e	SPBC14F5.04c	623	3.0	4.0	8216.0	9080.0	107.57	25.82	SUFFCLIP
839fd697-e357-4292-98d6-6bc88d93e80d	SPBC1815.01	111	2.0	3.0	5832.0	6771.0	120.48	32.52	SUFFCLIP
398a81b5-7b44-49ad-b34d-a17ab80248eb	SPBC1815.01	111	17.0	142.0	4487.0	5230.0	136.91	28.73	SUFFCLIP
ebfaedb0-8b4c-4eb0-a4fd-55ecd289675e	SPBC32F12.11	179	2.0	3.0	7414.0	8771.0	120.48	49.24	SUFFCLIP
d8ffd791-1ad4-4e62-94c2-37a9d9b2e778	SPBC1815.01	234	2.0	3.0	6242.0	7384.0	111.56	37.26	SUFFCLIP
485e5c31-e320-4fd7-9fec-ec9973e03fdd	SPBC29A3.04	68	2.0	3.0	4514.0	5111.0	143.43	23.38	PASS
1dfa14ef-1c4f-47d6-8b40-685c869011fc	SPBC32F12.11	118	2.0	3.0	4506.0	5679.0	115.85	40.08	SUFFCLIP
ec27418c-f42a-4241-8e7b-3f266834f3c9	SPBC354.12	1099	2.0	3.0	5425.0	6237.0	66.93	13.02	PASS
48814c47-9eb9-4f08-93b7-3840197a8d63	SPBC32F12.11	72	2.0	3.0	6118.0	6554.0	125.50	13.12	PASS
4ac93f18-ea82-4799-a0cb-30e8a80d0318	SPBC32F12.11	118	3.0	4.0	6216.0	8673.0	107.57	82.71	SUFFCLIP
20cc8f6b-6621-4a0b-8b51-83cef82d396d	SPBC1815.01	221	2.0	3.0	6954.0	7276.0	111.56	6.89	SUFFCLIP
40cd6fa8-3e68-4245-b464-562e97e28082	SPBC839.15c	653	2.0	3.0	4872.0	5294.0	125.50	12.54	PASS
84910c61-57e0-4796-8ff8-3fbca8a8103e	SPBC32F12.11	118	2.0	3.0	6726.0	7326.0	130.96	21.04	SUFFCLIP
d67fa48b-efb8-41c5-a218-cdd60b7af096	SPBC32F12.11	118	2.0	3.0	7134.0	8648.0	111.56	51.04	SUFFCLIP
300a1002-ebb4-4a11-91d9-3bf7a9965cb0	SPBC839.15c	1112	2.0	3.0	7492.0	7947.0	120.48	13.16	PASS
ffcd8d4b-cb0c-4d4b-afd4-b5dfe461abaa	SPBC839.15c	983	2.0	3.0	7694.0	8222.0	115.85	15.27	PASS
d4d7d126-1e47-4960-a238-2880714cb777	SPBC29A3.04	68	2.0	3.0	4424.0	5298.0	125.50	31.37	PASS
667e01f4-faf6-479a-97e7-49b7c16cd213	SPBC32F12.11	534	2.0	3.0	5209.0	8291.0	130.96	128.96	PASS
2e8587dc-8e1e-4e9a-b4d5-4a67f290e350	SPCC1183.08c	144	2.0	3.0	3400.0	3780.0	125.50	10.79	SUFFCLIP
9cdec2c0-6299-4294-9eea-f32ed55a269f	SPBC32F12.11	118	199.0	1085.0	7386.0	7832.0	115.85	12.12	SUFFCLIP
ddda1b3b-f9d5-4f51-abbf-de27318b2c7b	SPBC32F12.11	544	2.0	3.0	8436.0	10308.0	107.57	61.82	ADAPTER
f2765eea-c0f8-43c6-8596-3e11d10d74ed	SPRRNA.47	1312	2.0	3.0	10164.0	11329.0	125.50	43.50	ADAPTER
95cd81d5-3fe1-4d25-95c4-ed839ca813d6	SPBC32F12.11	235	2.0	3.0	3681.0	4330.0	130.96	23.17	SUFFCLIP
bf7e6588-2b93-4369-89a7-e61b81d157dd	SPCC1183.08c	317	2.0	3.0	5311.0	6565.0	103.86	38.21	SUFFCLIP
486620de-028b-4805-9bcb-72ecda3c9e78	SPCC1259.01c	162	2.0	3.0	8248.0	9142.0	111.56	28.07	ADAPTER
9940644e-a1e7-44ea-b6f6-25f7b8997aa1	SPCC24B10.21	41	2.0	3.0	9059.0	9801.0	107.57	21.46	ADAPTER
74a5e64a-86ca-4cb6-a5fd-505c19b3e0a2	SPCC24B10.21	343	2.0	3.0	5056.0	5660.0	120.48	19.12	PASS
9d40e045-9f0a-4cf3-8c09-5a43080622c6	SPRRNA.47	825	2.0	3.0	5715.0	5991.0	115.85	5.58	SUFFCLIP
875d7b44-e73f-462c-bcb4-74118a04ac8d	SPCC1739.13	743	2.0	3.0	8014.0	9170.0	115.85	39.42	ADAPTER
40226726-8f31-482c-9729-88bfd676d002	SPRRNA.51	19	2.0	3.0	5647.0	8965.0	115.85	122.58	SUFFCLIP
913dd92d-2510-4779-bb97-e39a2dd0590f	SPRRNA.48	2198	2.0	3.0	8402.0	8632.0	130.96	4.96	ADAPTER
189eb6f4-7322-411b-a694-d1e2c0ea5c38	SPRRNA.49	2177	2.0	3.0	5833.0	6030.0	107.57	2.00	NOREGION
3df73a81-f9d1-4391-a9d6-a325fdbb1446	SPRRNA.43	0	2.0	3.0	8287.0	9278.0	100.40	28.00	SUFFCLIP
dafd6e26-5f84-4d71-9564-b8ca37638124	SPCC1739.13	642	2.0	3.0	13605.0	13967.0	91.27	5.94	ADAPTER
3dda9a61-7bd1-4314-a812-63364c47dddb	SPCC1739.13	172	2.0	3.0	8607.0	10511.0	115.85	68.19	ADAPTER
324046f8-0ef0-4c98-b235-ff7621afbae0	SPAC1F7.13c	548	95.0	298.0	3903.0	4404.0	143.43	18.81	SUFFCLIP
3721ad2a-dbde-45bd-8400-7839839a7f12	SPAC6G9.09c	21	2.0	3.0	4675.0	5567.0	120.48	30.64	PASS
81bbf4a6-ecf2-496a-8d19-614bb17becd3	SPAC23A1.10	90	2.0	3.0	5594.0	6171.0	143.43	22.43	SUFFCLIP
b1244de4-1f74-47bb-9734-174178b708b1	SPAC23A1.10	59	2.0	3.0	4518.0	5117.0	115.85	18.00	SUFFCLIP
78eadfc9-6514-4697-9835-7cca84f730cc	SPAC4H3.10c	484	3.0	4.0	6225.0	7334.0	125.50	41.17	SUFFCLIP
32dd2f26-6fdb-4846-a52f-7e81225053a4	SPAC1F7.13c	140	2.0	3.0	7304.0	7861.0	130.96	19.17	ADAPTER
7810ca83-f7a4-482d-834b-73cc6ca46870	SPAC589.10c	59	2.0	3.0	4717.0	5121.0	130.96	12.52	PASS
96a77172-35e7-4675-a7dc-f4df3b5f8cd4	SPAC23A1.10	709	2.0	3.0	3789.0	5046.0	136.91	52.09	SUFFCLIP
33759d16-7d0c-4e87-87cf-721f26d4a6cd	SPAC31G5.03	33	2.0	3.0	6483.0	7413.0	103.86	27.03	PASS
a6b0b5a0-b143-4b90-86a8-395920a606aa	SPAC1071.07c	109	2.0	3.0	5872.0	6408.0	136.91	19.32	PASS
6d092846-bfb3-4a43-bc73-6a401fbb5d3d	SPAC22A12.04c	254	2.0	3.0	7312.0	7909.0	130.96	20.91	ADAPTER
fb1f1d0a-16b8-462c-9522-acc7c94c5f14	SPAC4H3.10c	250	3.0	4.0	4469.0	4980.0	111.56	13.89	SUFFCLIP
4a4a287c-fd23-44fa-bfc9-5d0f56a63ffe	SPAC1F7.13c	140	2.0	3.0	6697.0	8277.0	103.86	49.45	SUFFCLIP
377032ae-9739-4f39-b7b7-69912c832bfe	SPAC26F1.07	478	2.0	3.0	6394.0	6778.0	136.91	12.41	SUFFCLIP
5b546f4d-0de2-4020-8103-b9d934ef1141	SPAC4H3.10c	184	2.0	3.0	16224.0	17131.0	130.96	34.39	ADAPTER
1a346c06-865f-4708-a2e7-cecaac52184d	SPAC1805.12c	73	2.0	3.0	8691.0	9430.0	100.40	19.60	SUFFCLIP
f0ba8c0b-8a9d-417e-aa06-c9be007ba35c	SPAC24C9.06c	2553	2.0	3.0	3871.0	4318.0	130.96	14.39	SUFFCLIP
46421164-1730-4bcf-bf05-d2cfc84314b3	SPAC23A1.10	275	2.0	3.0	5572.0	6266.0	125.50	23.87	SUFFCLIP
02b0e40e-bccd-4def-8afa-b5bedb16d1ab	SPAC1071.10c	1841	2.0	3.0	6385.0	7298.0	107.57	27.57	SUFFCLIP
0459d975-fe3b-4db7-a603-c17c3d5174b3	SPAC23A1.10	575	2.0	3.0	5904.0	6372.0	115.85	12.96	SUFFCLIP
51154f28-12c1-4482-b6a1-0210f207bd8b	SPBC14F5.04c	605	2.0	3.0	8480.0	9478.0	115.85	33.35	ADAPTER
27f0c0ca-d738-49ff-bed2-66ecf3769c5e	SPBC14F5.04c	605	2.0	3.0	4279.0	5068.0	125.50	27.83	SUFFCLIP
30cc291a-517f-4490-a81a-e4ac51bec7ee	SPBC32F12.11	118	2.0	3.0	13346.0	14369.0	115.85	34.31	ADAPTER
850bbffe-c622-43bb-a6df-edbbf2dd04d3	SPAPB1E7.07	6692	2.0	3.0	7070.0	7743.0	115.85	20.85	SUFFCLIP
3bdc2567-3219-4464-a5cb-600c6de9001a	SPBC14F5.04c	605	2.0	3.0	4931.0	6024.0	125.50	40.50	SUFFCLIP
468c2eaf-b367-4750-8d9d-b9bf1e183db1	SPBC1815.01	111	2.0	3.0	1159.0	4020.0	125.50	114.17	SUFFCLIP
acf8bc4b-298b-4cb8-ad60-2608832d57ee	SPBC14F5.04c	605	2.0	3.0	8332.0	9637.0	115.85	45.15	ADAPTER
dfb34f41-fad1-447f-ba19-2c8e24855e90	SPBC32F12.11	234	4.0	5.0	6682.0	7578.0	115.85	29.42	SUFFCLIP
441ce802-6c7d-4bd8-a615-3d8d5e8a0eca	SPBC32F12.11	118	2.0	3.0	19091.0	20761.0	97.16	48.84	ADAPTER
ae0de9c2-aa2e-4b69-a23d-8fc754fc7e70	SPBC32F12.11	118	2.0	3.0	5307.0	5833.0	120.48	16.00	SUFFCLIP
66e23ca8-ffe1-4cc4-9eac-d84c99e7f7e6	SPBC1815.01	384	2.0	3.0	4356.0	4737.0	136.91	12.27	SUFFCLIP
27be1de0-fc4a-4b84-9607-a57ae7171030	SPBC32F12.11	483	2.0	3.0	4795.0	5991.0	130.96	46.96	SUFFCLIP
73bb5b22-cde4-4f39-87c4-8577e8245346	SPBC32F12.11	114	2.0	3.0	4601.0	5204.0	130.96	21.17	PASS
2b011db4-87b6-4d21-9f1d-cd3b90fda19c	SPBC32F12.11	483	2.0	3.0	7299.0	8039.0	100.40	19.63	SUFFCLIP
3ef6c038-1065-4354-8131-96b7bb303747	SPBC32F12.11	193	2.0	3.0	9963.0	10906.0	94.12	24.44	ADAPTER
a7f72939-fc50-44e6-8d4c-8af9ef039a4a	SPBC32F12.11	235	2.0	3.0	7408.0	8969.0	115.85	55.00	SUFFCLIP
18578209-bde3-426f-8acd-9cadb12328d2	SPBC1815.01	217	2.0	3.0	569.0	633.0	120.48	0.00	NOREGION
356a6539-9c38-4140-90ed-2acfbde98559	SPCC1183.08c	146	2.0	3.0	4899.0	5284.0	136.91	12.45	SUFFCLIP
8df24fc0-7f18-4cc9-950c-51a2ab7aeb52	SPBC1815.01	228	2.0	3.0	4008.0	4905.0	120.48	30.84	SUFFCLIP
6b51edca-6099-4094-81c3-dc48e588cfaf	SPRRNA.44	1609	2.0	3.0	4754.0	5288.0	120.48	16.32	SUFFCLIP
bcbe3b4c-defa-4d02-a7b7-ed77b9c2fc6f	SPBC32F12.11	118	2.0	3.0	11194.0	12485.0	115.85	44.62	ADAPTER
11f165b6-c454-4c6e-9583-905b153ad9b8	SPCC1183.08c	147	2.0	3.0	12141.0	12683.0	111.56	15.04	ADAPTER
1e84212f-2b5a-4f11-b20b-9a6eef8e6152	SPBC32F12.11	483	2.0	3.0	8868.0	9424.0	107.57	14.82	ADAPTER
2dbcf047-1c73-4266-8be5-98914ee0103a	SPBC4F6.04	595	482.0	794.0	7456.0	8294.0	120.48	28.48	PASS
47d11322-02ec-4376-bdd1-93964a0bab4e	SPCC1183.08c	144	2.0	3.0	7047.0	7529.0	111.56	12.81	SUFFCLIP
b4ec8bd9-7e36-4f95-ae2e-2da43610d01f	SPCC1183.08c	186	2.0	3.0	7203.0	7619.0	115.85	10.96	PASS
d1af13a5-1a7a-4ca3-9203-92d507c1f39f	SPRRNA.45	296	2.0	3.0	3598.0	4482.0	130.96	33.39	PASS
b1c509ad-64a7-4a9d-8f42-9fed0020766d	SPCC1183.08c	170	2.0	3.0	6575.0	7316.0	111.56	22.41	PASS
648112c2-2fa4-4064-976b-fbe5139d1473	SPBC8D2.18c	559	2.0	3.0	7652.0	8218.0	111.56	15.93	SUFFCLIP
93782cbe-755e-486d-8fe4-41548fb17ae1	SPCC1739.13	172	233.0	740.0	7709.0	8381.0	111.56	19.85	SUFFCLIP
aa8cbb24-ecc3-4a62-9811-f227d99ab26c	SPAC23A1.10	706	2.0	3.0	5153.0	5572.0	130.96	13.17	SUFFCLIP
3b267876-b9c1-46d6-99ca-059620c7ae0d	SPAC1F7.13c	140	3.0	4.0	5878.0	6320.0	120.48	12.64	SUFFCLIP
3f81c7b1-2aaa-4afa-a071-dbe1b1448d1f	SPAC1B2.04	928	2.0	3.0	3473.0	4080.0	130.96	21.35	PASS
d2c9ad17-7e81-485f-a5b4-3edaf7c035e5	SPAC23A1.10	101	3.0	4.0	8385.0	9547.0	107.57	36.46	SUFFCLIP
81fe2f10-aae9-48bb-a4cb-c2a199f9d79e	SPAC24C9.12c	528	2.0	3.0	7042.0	8089.0	115.85	35.23	PASS
21b6a9f4-a640-4f62-a717-e6c7db2a142e	SPAC1F7.13c	148	2.0	3.0	5497.0	6429.0	125.50	33.79	SUFFCLIP
85b2d3f7-5a67-4ea2-9208-5e30a27b1746	SPAC1805.13	385	2.0	3.0	4589.0	4908.0	130.96	8.83	PASS
71769565-2149-4480-ad99-54333ea9f288	SPAC23A1.10	713	2.0	3.0	5173.0	6908.0	111.56	59.22	SUFFCLIP
3e95ede2-7a4c-424b-8dcf-df2141cd8c7e	SPAC328.10c	484	2.0	3.0	5772.0	6443.0	120.48	21.80	PASS
7b8de1d7-5dbe-4a5f-a53a-9dc6fb4525ef	SPAC23A1.10	130	2.0	3.0	4222.0	4894.0	115.85	20.81	SUFFCLIP
5b3d76fa-e106-4e94-b5aa-54116a27a85f	SPAC4G9.16c	42	2.0	3.0	7089.0	8498.0	120.48	51.32	PASS
